File_ID,Subject_ID,Exercise,Dataset_Source,File_Type,File_Path,FPS,Resolution,Duration_sec,Frame_Count,Camera_View,Quality,Selected,Pose_Status,Notes
SQ_1753_014,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000014.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_015,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000015.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_016,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000016.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_017,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000017.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_018,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000018.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_019,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000019.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_020,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000020.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_021,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000021.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_022,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000022.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_023,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000023.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_024,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000024.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_025,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000025.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_026,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000026.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_027,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000027.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_028,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000028.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_029,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000029.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_030,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000030.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_031,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000031.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_032,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000032.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_033,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000033.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_034,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000034.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_035,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000035.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_036,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000036.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_037,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000037.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_038,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000038.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_039,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000039.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_040,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000040.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_041,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000041.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_042,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000042.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_043,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000043.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_044,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000044.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_045,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000045.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_046,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000046.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_047,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000047.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_048,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000048.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_049,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000049.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_050,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000050.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_051,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000051.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_052,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000052.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_053,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000053.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_054,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000054.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_055,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000055.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_056,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000056.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_057,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000057.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_058,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000058.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_059,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000059.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_060,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000060.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_061,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000061.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_062,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000062.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_063,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000063.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_064,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000064.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_065,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000065.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_066,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000066.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_067,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000067.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_068,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000068.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_069,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000069.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_070,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000070.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_071,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000071.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_072,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000072.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_073,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000073.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_074,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000074.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_075,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000075.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_076,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000076.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_077,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000077.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_078,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000078.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_079,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000079.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_080,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000080.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_081,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000081.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_082,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000082.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_083,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000083.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_084,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000084.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_085,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000085.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_086,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000086.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_087,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000087.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_088,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000088.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_089,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000089.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_090,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000090.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_091,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000091.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_092,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000092.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_093,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000093.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_094,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000094.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_095,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000095.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_096,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000096.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_097,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000097.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_098,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000098.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_099,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000099.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_100,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000100.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_101,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000101.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_102,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000102.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_103,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000103.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_104,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000104.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_105,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000105.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1753_106,1753,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1753/000106.jpg,,480x271,,1,unknown,unchecked,yes,not_started,
SQ_1754_001,1754,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1754/000001.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1754_002,1754,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1754/000002.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1754_003,1754,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1754/000003.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1754_004,1754,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1754/000004.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1754_005,1754,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1754/000005.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1754_006,1754,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1754/000006.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1754_007,1754,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1754/000007.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1754_008,1754,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1754/000008.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1754_009,1754,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1754/000009.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1754_010,1754,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1754/000010.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1754_011,1754,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1754/000011.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1754_012,1754,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1754/000012.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1754_013,1754,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1754/000013.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1754_014,1754,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1754/000014.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1754_015,1754,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1754/000015.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1754_016,1754,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1754/000016.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1754_017,1754,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1754/000017.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1754_018,1754,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1754/000018.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1754_019,1754,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1754/000019.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1754_020,1754,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1754/000020.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1754_021,1754,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1754/000021.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1754_022,1754,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1754/000022.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1754_023,1754,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1754/000023.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1754_024,1754,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1754/000024.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1754_025,1754,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1754/000025.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1754_026,1754,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1754/000026.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1754_027,1754,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1754/000027.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1754_028,1754,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1754/000028.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1754_029,1754,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1754/000029.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1754_030,1754,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1754/000030.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1754_031,1754,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1754/000031.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1754_032,1754,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1754/000032.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1754_033,1754,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1754/000033.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1754_034,1754,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1754/000034.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1754_035,1754,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1754/000035.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1754_036,1754,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1754/000036.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1754_037,1754,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1754/000037.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1754_038,1754,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1754/000038.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1754_039,1754,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1754/000039.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1754_040,1754,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1754/000040.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1754_041,1754,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1754/000041.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1754_042,1754,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1754/000042.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1754_043,1754,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1754/000043.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1754_044,1754,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1754/000044.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1754_045,1754,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1754/000045.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1754_046,1754,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1754/000046.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1754_047,1754,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1754/000047.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1754_048,1754,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1754/000048.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1754_049,1754,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1754/000049.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1754_050,1754,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1754/000050.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1754_051,1754,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1754/000051.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1754_052,1754,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1754/000052.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1754_053,1754,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1754/000053.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1754_054,1754,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1754/000054.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1754_055,1754,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1754/000055.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1754_056,1754,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1754/000056.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1754_057,1754,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1754/000057.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1754_058,1754,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1754/000058.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1754_059,1754,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1754/000059.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1754_060,1754,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1754/000060.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1754_061,1754,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1754/000061.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1754_062,1754,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1754/000062.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1754_063,1754,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1754/000063.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1754_064,1754,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1754/000064.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1754_065,1754,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1754/000065.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1754_066,1754,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1754/000066.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1754_067,1754,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1754/000067.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1754_068,1754,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1754/000068.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1754_069,1754,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1754/000069.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1754_070,1754,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1754/000070.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1754_071,1754,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1754/000071.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1754_072,1754,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1754/000072.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1754_073,1754,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1754/000073.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1754_074,1754,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1754/000074.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1754_075,1754,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1754/000075.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1754_076,1754,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1754/000076.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1754_077,1754,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1754/000077.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1754_078,1754,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1754/000078.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1754_079,1754,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1754/000079.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1754_080,1754,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1754/000080.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1754_081,1754,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1754/000081.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1754_082,1754,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1754/000082.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1754_083,1754,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1754/000083.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1754_084,1754,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1754/000084.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
SQ_1754_085,1754,squats,Dataset,image,1_raw_datasets/Dataset/Squats Frames/1754/000085.jpg,,480x360,,1,unknown,unchecked,yes,not_started,
